CustomerID;Firma;Ansprechpartner;Segment;Stadt;Region;PLZ;Telefon;Email;Kundenseit
K0377;Beyer AG;;KMU;HALLE;Ost;20303;0625436172;haufferedgar@klemm.de;2021-11-18
K0378;Klingelhöfer AG;Lars Flantz;Privatkunde;Hannover;Mitte;68592;(06249) 45147;sybilla41@fischer.com;2018-03-04
K0379;Finke Krebs GmbH & Co. KG;Frau Beatrice Rust MBA.;Großkunde;ROSTOCK;Nord;21522;0557676952;ramazanlindner@oestrovsky.de;2022-04-22
K0380;Reising;Dipl.-Ing. Attila Salz MBA.;Privatkunde;Nürnberg;Süd;13503;+49(0)5872105524;jfechner@henk.com;2022-01-22
K0381;Etzler;Wolfgang Textor;Großkunde;STUTTGART;Süd;60650;+49(0)9179 202521;cosimoaumann@lindau.com;2022-09-11
K0382;Möchlichen Stiftung & Co. KGaA;Petros Rädel-Thanel;Privatkunde;München;Süd;76570;+49(0)1200 92820;rloechel@roehrdanz.org;2015-10-16
K0383;Heidrich;Dr. Emine Davids;Großkunde;hannover;Mitte;23690;+49(0) 628917756;;2022-07-20
K0384;Döhn AG;Lisbeth Wulff;Privatkunde;Rostock;Nord;03428;+49(0)1390 438303;detlef99@rose.de;2020-08-21
K0385;Biggen GmbH;Wieslaw Jessel;Großkunde;Kiel;Nord;54683;06521568182;schaaflouise@mueller.org;2015-05-07
K0386;Flantz OHG mbH;Annelise Schomber B.Sc.;KMU;Leipzig;Ost;32288;(08572) 545960;nhenck@auch.com;2022-08-06
K0387;Rosenow KGaA;Frau Rosa Austermühle B.A.;Privatkunde;Köln;West;81717;02421495511;ingeburgwirth@heser.de;2021-02-20
K0388;Etzold;Zeljko Roskoth;Kleinstunternehmen;Kiel;Nord;05466;(02758) 955168;rhesse@scholl.com;2020-09-30
K0389;Zobel;Univ.Prof. Salih Rörricht B.Sc.;Privatkunde;Augsburg;Süd;14629;0136715778;fdoerr@wagenknecht.de;2015-08-11
K0390;Gute Kühnert GmbH;Giorgio Karz;KMU;Darmstadt;Mitte;37147;+49(0)8272359096;klotzlisbeth@muehle.net;2020-06-18
K0391;Werner OHG mbH;Ing. Elisa Schuster;Privatkunde;Dortmund;West;12146;+49(0)4768 342016;viviane42@keudel.de;2020-01-20
K0392;Reising Stroh e.V.;Univ.Prof. Heinz-Jürgen Klapp;KMU;Aachen;West;08931;(09925) 50272;hjunck@ladeck.org;2016-11-21
K0393;Ullmann;Hendrik Eberth;Großkunde;Kiel;Nord;91033;0829635339;koch-iimargarete@bachmann.com;2022-08-15
K0394;Ortmann;Henrike Langern B.Eng.;Privatkunde;Essen;West;86851;+49 (0) 7652 892866;michaele64@scholl.com;2018-02-23
K0395;Döhn AG;Leszek Langern;Privatkunde;Freiburg;Süd;79817;09046 33786;gunpfnadia@ebert.de;2022-01-31
K0396;Seidel Tlustek e.V.;Adriana Köster-Zänker;Privatkunde;Rostock;Nord;84444;0306000258;metin29@hendriks.net;2021-01-19
K0397;Seifert;Samira Birnbaum-Rust;KMU;Leipzig;Ost;26265;02631 28196;mathilde82@haase.com;2016-01-06
K0398;Atzler Schottin e.G.;Alex Schönland-Trommler;Kleinstunternehmen;Dresden;Ost;96027;(05233) 43836;gertraut04@fechner.com;2016-10-14
K0399;Sager;Bertold Mies;Großkunde;Freiburg;Süd;12442;+49(0)1753 617061;eschomber@striebitz.de;2020-06-20
K0400;Schulz Mende e.V.;Dr. George Atzler;KMU;München;Süd;99015;07998028413;reisinganatolij@peukert.com;2015-07-10
